Titular;Categoria;Fuente;;
Muere Tomiii11, el 'youtuber' de 11 a§os que se gan¢ el coraz¢n de millones de personas;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381578/muere-tomiii11-el-youtuber-de-11-anos-que-se-gano-el-corazon-de-millones-de-personas.html;;
As° luce Kristen Stewart como Lady Di en el tr†iler de 'Spencer';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381441/asi-luce-kristen-stewart-como-lady-di-en-el-trailer-de-spencer.html;;
El tr†iler de 'Schumacher' da pistas acerca del estado de salud del m°tico piloto;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381437/el-trailer-de-schumacher-da-pistas-acerca-del-estado-de-salud-del-mitico-piloto.html;;
El luchador CM Punk vuelve al ring 7 a§os despuÇs de su escandalosa salida de la WWE: ®por quÇ todo el mundo no deja de hablar de su regreso?;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381364/el-luchador-cm-punk-vuelve-al-ring-7-anos-despues-de-su-escandalosa-salida-de-la-wwe-por-que-todo-el-mundo-no-deja-de-hablar-de-su-regreso.html;;
'El Reino', la ficci¢n argentina en Netflix que despert¢ la furia del evangelismo local;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381360/el-reino-la-ficcion-argentina-en-netflix-que-desperto-la-furia-del-evangelismo-local.html;;
Estrenan el primer tr†iler de 'Spider-Man: No Way Home' y los fan†ticos de Marvel enloquecen;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381295/estrenan-el-primer-trailer-de-spider-man-no-way-home-y-los-fanaticos-de-marvel-enloquecen.html;;
"""Un ataque mis¢gino"": se recrudece la batalla legal de Scarlett Johansson y Disney por 'Black Widow'";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381264/un-ataque-misogino-se-recrudece-la-batalla-legal-de-scarlett-johansson-y-disney-por-black-widow.html;;
Barry Keoghan, actor de 'The Eternals' de Marvel, es hospitalizado tras ser violentamente agredido en la v°a p£blica;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381260/barry-keoghan-actor-de-the-eternals-de-marvel-es-hospitalizado-tras-ser-violentamente-agredido-en-la-via-publica.html;;
Una afroamericana 'toma el relevo' de Iron Man en el universo cinematogr†fico de Marvel;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381191/una-afroamericana-toma-el-relevo-de-iron-man-en-el-universo-cinematografico-de-marvel.html;;
Scarlett Johansson, Tom Hanks, Bill Murray: un pueblo espa§ol se llenar† de estrellas de Hollywood;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381126/scarlett-johansson-tom-hanks-bill-murray-un-pueblo-espanol-se-llenara-de-estrellas-de-hollywood.html;;
Estos son los estratosfÇricos salarios de los actores mejor pagados;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381122/estos-son-los-estratosfericos-salarios-de-los-actores-mejor-pagados.html;;
Permiten a la actriz Nicole Kidman no cumplir la cuarentena obligatoria en Hong Kong;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/381073/permiten-a-la-actriz-nicole-kidman-no-cumplir-la-cuarentena-obligatoria-en-hong-kong.html;;
?Visions?: Star Wars y el anime se juntan finalmente;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380978/visions-star-wars-y-el-anime-se-juntan-finalmente.html;;
Arrestado un espa§ol por robar figuras de 'Star Wars';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380913/arrestado-un-espanol-por-robar-figuras-de-star-wars.html;;
Lanzan en EE.UU. Nestflix, una plataforma de pel°culas y series falsas;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380813/lanzan-en-ee-uu-nestflix-una-plataforma-de-peliculas-y-series-falsas.html;;
Amazon traslada el rodaje de la serie 'El se§or de los anillos' al Reino Unido;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380809/amazon-traslada-el-rodaje-de-la-serie-el-senor-de-los-anillos-al-reino-unido.html;;
"""Pobre esfuerzo respiratorio"": revelan detalles del estado de Vicente Fern†ndez";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380751/pobre-esfuerzo-respiratorio-revelan-detalles-del-estado-de-vicente-fernandez.html;;
Investigan por violaci¢n a Joel Kinnaman, actor de 'El Escuadr¢n Suicida';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380743/investigan-por-violacion-a-joel-kinnaman-actor-de-el-escuadron-suicida.html;;
Robin sale del armario como bisexual en el nuevo c¢mic de Batman y las redes aplauden;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380710/robin-sale-del-armario-como-bisexual-en-el-nuevo-comic-de-batman-y-las-redes-aplauden.html;;
BepiColombo y Solar Orbiter: las naves espaciales que sobrevuelan Venus durante esta semana;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380620/bepicolombo-y-solar-orbiter-las-naves-espaciales-que-sobrevuelan-venus-durante-esta-semana.html;;
As° es la jungla bajo la lluvia en resoluci¢n 8K sobre la base del motor de juego Unreal Engine 5;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380457/asi-es-la-jungla-bajo-la-lluvia-en-resolucion-8k-sobre-la-base-del-motor-de-juego-unreal-engine-5.html;;
Declaran la casa de la infancia de Kurt Cobain como patrimonio hist¢rico en su ciudad natal;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380347/declaran-la-casa-de-la-infancia-de-kurt-cobain-como-patrimonio-historico-en-su-ciudad-natal.html;;
Jay Pickett, actor de 'General Hospital', fallece a los 60 a§os durante el rodaje de una pel°cula;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380344/jay-pickett-actor-de-general-hospital-fallece-a-los-60-anos-durante-el-rodaje-de-una-pelicula.html;;
Transmitir† Netflix documental sobre la vida de Michael Schumacher;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380234/transmitira-netflix-documental-sobre-la-vida-de-michael-schumacher.html;;
"Scarlett Johansson demanda a Disney por estreno de ""Black Widow""";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380232/scarlett-johansson-demanda-a-disney-por-estreno-de-black-widow.html;;
Shakira, a punto de sentarse en el banquillo por fraude fiscal en Espa§a;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380170/shakira-a-punto-de-sentarse-en-el-banquillo-por-fraude-fiscal-en-espana.html;;
®Podr°a la lava destruir el 'anillo £nico' del 'El se§or de los anillos'? Un 'youtuber' realiza un experimento para comprobarlo;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/380007/podria-la-lava-destruir-el-anillo-unico-del-el-senor-de-los-anillos-un-youtuber-realiza-un-experimento-para-comprobarlo.html;;
S†nchez pretende convertir a Espa§a en el Hollywood de Europa;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379938/sanchez-pretende-convertir-a-espana-en-el-hollywood-de-europa.html;;
Podcast de Barack Obama y Bruce Springsteen ser† publicado como libro;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379890/podcast-de-barack-obama-y-bruce-springsteen-sera-publicado-como-libro.html;;
Apple se lanza a la b£squeda de estudios en Hollywood para desafiar a los grandes de la industria del entretenimiento;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379872/apple-se-lanza-a-la-busqueda-de-estudios-en-hollywood-para-desafiar-a-los-grandes-de-la-industria-del-entretenimiento.html;;
'Pseudo', el 'thriller' pol°tico boliviano que arriba a EEUU de la mano de HBO Max;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379865/pseudo-el-thriller-politico-boliviano-que-arriba-a-eeuu-de-la-mano-de-hbo-max.html;;
Netflix a§adir† a su oferta videojuegos para m¢viles en medio de una ca°da en nuevos suscriptores;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379797/netflix-anadira-a-su-oferta-videojuegos-para-moviles-en-medio-de-una-caida-en-nuevos-suscriptores.html;;
La Embajada colombiana en Roma presenta la pel°cula 'El olvido que seremos';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379793/la-embajada-colombiana-en-roma-presenta-la-pelicula-el-olvido-que-seremos.html;;
Actuaci¢n polÇmica: Pl†cido Domingo cantar† en MÇrida, pero no con la orquesta prevista;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379708/actuacion-polemica-placido-domingo-cantara-en-merida-pero-no-con-la-orquesta-prevista.html;;
Varias personas necesitaron asistencia mÇdica en la proyecci¢n de la pel°cula ganadora de Cannes;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379681/varias-personas-necesitaron-asistencia-medica-en-la-proyeccion-de-la-pelicula-ganadora-de-cannes.html;;
Por segunda vez en la historia una mujer se lleva la Palma de Oro de Cannes;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379672/por-segunda-vez-en-la-historia-una-mujer-se-lleva-la-palma-de-oro-de-cannes.html;;
Netflix planea ampliar sus servicios de 'streaming' para incluir videojuegos;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379609/netflix-planea-ampliar-sus-servicios-de-streaming-para-incluir-videojuegos.html;;
Nombran una nueva especie de dinosaurio en honor a un dibujo animado;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379564/nombran-una-nueva-especie-de-dinosaurio-en-honor-a-un-dibujo-animado.html;;
Naomi Osaka en Netflix: el nacionalismo en las Olimp°adas;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379561/naomi-osaka-en-netflix-el-nacionalismo-en-las-olimpiadas.html;;
Descubren un 'huevo de pascua' que estuvo 20 a§os escondido en el videjuego 'Half-Life: Decay';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379471/descubren-un-huevo-de-pascua-que-estuvo-20-anos-escondido-en-el-videjuego-half-life-decay.html;;
Subastan un 'Super Mario 64' sellado de 1996 por 1,5 millones de d¢lares;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379417/subastan-un-super-mario-64-sellado-de-1996-por-15-millones-de-dolares.html;;
Apple podr°a comprar la compa§°a audiovisual de la actriz de Hollywood Reese Witherspoon por unos mil millones de d¢lares;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379346/apple-podria-comprar-la-compania-audiovisual-de-la-actriz-de-hollywood-reese-witherspoon-por-unos-mil-millones-de-dolares.html;;
Crean un sistema de reconocimiento facial para rastrear a ni§os 'gamers' e impedir que jueguen por las noches;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379217/crean-un-sistema-de-reconocimiento-facial-para-rastrear-a-ninos-gamers-e-impedir-que-jueguen-por-las-noches.html;;
Muere a los 85 a§os el ic¢nico cineasta Robert Downey Sr.;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379213/muere-a-los-85-anos-el-iconico-cineasta-robert-downey-sr.html;;
Un nuevo tipo de publicidad: la realidad aumentada cambiar† los anuncios que ver†s;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379165/un-nuevo-tipo-de-publicidad-la-realidad-aumentada-cambiara-los-anuncios-que-veras.html;;
"""De Pot"" en Rotterdam: un dep¢sito de arte £nico";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379099/de-pot-en-rotterdam-un-deposito-de-arte-unico.html;;
Dos ciudades espa§olas se convierten en escenario de la precuela de 'Juego de Tronos';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/379005/dos-ciudades-espanolas-se-convierten-en-escenario-de-la-precuela-de-juego-de-tronos.html;;
C. Tangana como himno contra los desahucios y por el derecho a la vivienda en Espa§a;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378884/c-tangana-como-himno-contra-los-desahucios-y-por-el-derecho-a-la-vivienda-en-espana.html;;
Un 'snack' ideal para cuando ves televisi¢n;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378817/un-snack-ideal-para-cuando-ves-television.html;;
Banksy pierde los derechos de otras dos obras debido a la negativa de revelar su identidad;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378667/banksy-pierde-los-derechos-de-otras-dos-obras-debido-a-la-negativa-de-revelar-su-identidad.html;;
De MÇxico para Hollywood: Salma Hayek, AngÇlica Vale y los Huracanes del Norte tendr†n su estrella en el Paseo de la Fama;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378543/de-mexico-para-hollywood-salma-hayek-angelica-vale-y-los-huracanes-del-norte-tendran-su-estrella-en-el-paseo-de-la-fama.html;;
Venden una obra de David Bowie adquirida por $4 por miles de d¢lares;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378482/venden-una-obra-de-david-bowie-adquirida-por-4-por-miles-de-dolares.html;;
Comentaristas presentan a una luchadora de la WWE como alguien nunca antes visto, pese a que trabaja desde hace a§os, e indignan a los fanes;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378430/comentaristas-presentan-a-una-luchadora-de-la-wwe-como-alguien-nunca-antes-visto-pese-a-que-trabaja-desde-hace-anos-e-indignan-a-los-fanes.html;;
Russell Crowe construir† un gran estudio de cine en Australia;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378429/russell-crowe-construira-un-gran-estudio-de-cine-en-australia.html;;
La saga 'R†pidos y Furiosos' se acerca a su final;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378374/la-saga-rapidos-y-furiosos-se-acerca-a-su-final.html;;
Forza Horizon 5 enviar† a sus jugadores a MÇxico;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378296/forza-horizon-5-enviara-a-sus-jugadores-a-mexico.html;;
La 'youtuber' Yuya anuncia su embarazo con una foto y un video junto al cantante Siddhartha;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378273/la-youtuber-yuya-anuncia-su-embarazo-con-una-foto-y-un-video-junto-al-cantante-siddhartha.html;;
Netflix lanza una tienda online con art°culos exclusivos de sus programas y pel°culas m†s populares;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378254/netflix-lanza-una-tienda-online-con-articulos-exclusivos-de-sus-programas-y-peliculas-mas-populares.html;;
"Kim Jong-un busca erradicar al k-pop, el ""c†ncer vicioso"" que se apodera de Corea del Norte";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378206/kim-jong-un-busca-erradicar-al-k-pop-el-cancer-vicioso-que-se-apodera-de-corea-del-norte.html;;
El emotivo reencuentro del elenco de 'Friends' estuvo a punto de arruinarse antes de la grabaci¢n;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378115/el-emotivo-reencuentro-del-elenco-de-friends-estuvo-a-punto-de-arruinarse-antes-de-la-grabacion.html;;
Un productor espa§ol demanda a YouTube por reproducir 700 pel°culas mexicanas sin permiso;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/378107/un-productor-espanol-demanda-a-youtube-por-reproducir-700-peliculas-mexicanas-sin-permiso.html;;
El supervillano de Marvel Loki resulta ser de gÇnero fluido y este ser°a el por quÇ;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377972/el-supervillano-de-marvel-loki-resulta-ser-de-genero-fluido-y-este-seria-el-por-que.html;;
"""Los tablaos est†n luchando cuerpo a cuerpo"": el flamenco intenta resucitar en Espa§a";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377934/los-tablaos-estan-luchando-cuerpo-a-cuerpo-el-flamenco-intenta-resucitar-en-espana.html;;
Un artista supone que un 70% de compa§°as de ballet de Occidente dejar†n de existir por el COVID-19;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377817/un-artista-supone-que-un-70-de-companias-de-ballet-de-occidente-dejaran-de-existir-por-el-covid-19.html;;
Salsero RubÇn Blades ser† la Persona del A§o en los premios Grammy Latino 2021;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377792/salsero-ruben-blades-sera-la-persona-del-ano-en-los-premios-grammy-latino-2021.html;;
Marvel Comics: 60 a§os de superhÇroes;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377728/marvel-comics-60-anos-de-superheroes.html;;
"Stephen King confiesa quÇ pel°cula de terror no pudo terminar de ver por ser ""demasiado bizarra""";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377705/stephen-king-confiesa-que-pelicula-de-terror-no-pudo-terminar-de-ver-por-ser-demasiado-bizarra.html;;
Los hologramas sustituir†n a los nominados a los BAFTA TV y t£ podr°as ser parte de la gala;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377698/los-hologramas-sustituiran-a-los-nominados-a-los-bafta-tv-y-tu-podrias-ser-parte-de-la-gala.html;;
Muere a los 58 a§os el actor Joe Lara, famoso por su papel de Tarz†n, tras un accidente aÇreo;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377637/muere-a-los-58-anos-el-actor-joe-lara-famoso-por-su-papel-de-tarzan-tras-un-accidente-aereo.html;;
®QuÇ pasar† con James Bond ahora que Amazon compr¢ MGM?;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377460/que-pasara-con-james-bond-ahora-que-amazon-compro-mgm.html;;
Amazon compra por 8.450 millones de d¢lares la productora MGM, que distribuye las pel°culas de James Bond;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377438/amazon-compra-por-8-450-millones-de-dolares-la-productora-mgm-que-distribuye-las-peliculas-de-james-bond.html;;
'El ejÇrcito de los muertos' de Netflix desata p†nico en el p£blico por la presencia de 'p°xeles muertos' en sus pantallas;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377415/el-ejercito-de-los-muertos-de-netflix-desata-panico-en-el-publico-por-la-presencia-de-pixeles-muertos-en-sus-pantallas.html;;
Cineastas rusos empiezan a entrenarse para el primer rodaje espacial;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377299/cineastas-rusos-empiezan-a-entrenarse-para-el-primer-rodaje-espacial.html;;
Kevin Spacey volver† al plat¢ tras 4 a§os de ostracismo por supuesto acoso sexual;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377261/kevin-spacey-volvera-al-plato-tras-4-anos-de-ostracismo-por-supuesto-acoso-sexual.html;;
El grupo italiano Maneskin gana Eurovisi¢n 2021;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377246/el-grupo-italiano-maneskin-gana-eurovision-2021.html;;
Manizha, representante de Rusia en Eurovisi¢n con una canci¢n feminista que gener¢ polÇmica en el pa°s, se clasifica para la final;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377062/manizha-representante-de-rusia-en-eurovision-con-una-cancion-feminista-que-genero-polemica-en-el-pais-se-clasifica-para-la-final.html;;
Nirvana: mechones de Kurt Cobain se subastan por casi 12.000 euros;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/377016/nirvana-mechones-de-kurt-cobain-se-subastan-por-casi-12-000-euros.html;;
Eurovisi¢n 2021 arranca con su primera semifinal y con Malta;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376976/eurovision-2021-arranca-con-su-primera-semifinal-y-con-malta.html;;
Willis y Travolta, juntos en una pel°cula despuÇs de casi tres dÇcadas de 'Pulp Fiction';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376914/willis-y-travolta-juntos-en-una-pelicula-despues-de-casi-tres-decadas-de-pulp-fiction.html;;
Los c¢digos secretos de Netflix: ®C¢mo acceder de forma sencilla a pel°culas y a series ocultas en la plataforma?;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376758/los-codigos-secretos-de-netflix-como-acceder-de-forma-sencilla-a-peliculas-y-a-series-ocultas-en-la-plataforma.html;;
Rusia enviar† equipo a la ISS para rodar la primera pel°cula en el espacio;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376751/rusia-enviara-equipo-a-la-iss-para-rodar-la-primera-pelicula-en-el-espacio.html;;
Tras 19 a§os al aire: Ellen DeGeneres anuncia el fin de su programa de entrevistas;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376713/tras-19-anos-al-aire-ellen-degeneres-anuncia-el-fin-de-su-programa-de-entrevistas.html;;
Sophia Loren gana el David de Donatello como mejor actriz a los 86 a§os;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376669/sophia-loren-gana-el-david-de-donatello-como-mejor-actriz-a-los-86-anos.html;;
Gina Carano, 'cancelada' por sus opiniones pol°ticas, podr°a volver a 'The Mandalorian';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376522/gina-carano-cancelada-por-sus-opiniones-politicas-podria-volver-a-the-mandalorian.html;;
Yoga con calor y un cerdo como mascota: los cinco secretos del atractivo de George Clooney;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376419/yoga-con-calor-y-un-cerdo-como-mascota-los-cinco-secretos-del-atractivo-de-george-clooney.html;;
Guionista de 'Los Simpson' revela algunos secretos de la creaci¢n de la famosa serie en su primera entrevista en los £ltimos 18 a§os;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376302/guionista-de-los-simpson-revela-algunos-secretos-de-la-creacion-de-la-famosa-serie-en-su-primera-entrevista-en-los-ultimos-18-anos.html;;
®C¢mo est† reaccionando Bollywood a la crisis del COVID en la India?;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376200/como-esta-reaccionando-bollywood-a-la-crisis-del-covid-en-la-india.html;;
La direcci¢n de la Berlinale estudia llevar a cabo el festival de verano al aire libre;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/376036/la-direccion-de-la-berlinale-estudia-llevar-a-cabo-el-festival-de-verano-al-aire-libre.html;;
La nueva telerrealidad de Netflix le hace perder suscriptores;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375977/la-nueva-telerrealidad-de-netflix-le-hace-perder-suscriptores.html;;
Tres mexicanos ganan el ¢scar al mejor sonido con la cinta 'Sound of Metal';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375900/tres-mexicanos-ganan-el-oscar-al-mejor-sonido-con-la-cinta-sound-of-metal.html;;
"Desmienten teor°a que inspir¢ el filme ""Drunk"", ganador de un ‡scar";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375898/desmienten-teoria-que-inspiro-el-filme-drunk-ganador-de-un-oscar.html;;
"""Nomadland"" la gran ganadora de la 93¶ edici¢n de los ‡scar";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375897/nomadland-la-gran-ganadora-de-la-93-edicion-de-los-oscar.html;;
Los secretos m†s ins¢litos de los Premios ‡scar que no sab°as;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375871/los-secretos-mas-insolitos-de-los-premios-oscar-que-no-sabias.html;;
Netflix se convierte en uno de los perdedores de la pandemia;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375744/netflix-se-convierte-en-uno-de-los-perdedores-de-la-pandemia.html;;
Los asistentes a los Premios ‡scar 2021 no tendr†n que usar tapabocas frente a las c†maras;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375680/los-asistentes-a-los-premios-oscar-2021-no-tendran-que-usar-tapabocas-frente-a-las-camaras.html;;
Netflix pierde el empuj¢n de la cuarentena y pronostica el peor trimestre de crecimiento de su historia;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375676/netflix-pierde-el-empujon-de-la-cuarentena-y-pronostica-el-peor-trimestre-de-crecimiento-de-su-historia.html;;
Nuevo documental sobre Charles Chaplin reivindica los or°genes gitanos del m°tico cineasta;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375597/nuevo-documental-sobre-charles-chaplin-reivindica-los-origenes-gitanos-del-mitico-cineasta.html;;
M†s de 600 episodios en 32 temporadas, ®quÇ hace tan especiales a Los Simpson?;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375569/mas-de-600-episodios-en-32-temporadas-que-hace-tan-especiales-a-los-simpson.html;;
McDonald's y BTS crean un men£ con los pedidos preferidos de los integrantes de esa banda de K-pop;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375567/mcdonalds-y-bts-crean-un-menu-con-los-pedidos-preferidos-de-los-integrantes-de-esa-banda-de-k-pop.html;;
Amazon cancela el videojuego sobre 'El Se§or de los Anillos' que anunci¢ en 2019;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375501/amazon-cancela-el-videojuego-sobre-el-senor-de-los-anillos-que-anuncio-en-2019.html;;
BeyoncÇ se pone un collar con una palabra rusa: ®quÇ significa?;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375472/beyonce-se-pone-un-collar-con-una-palabra-rusa-que-significa.html;;
"Ejecutiva de Disney Television confiesa que rechazan ""guiones incre°blemente bien escritos"" por no ser lo suficientemente inclusivos";ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375440/ejecutiva-de-disney-television-confiesa-que-rechazan-guiones-increiblemente-bien-escritos-por-no-ser-lo-suficientemente-inclusivos.html;;
El calvario de ser artista, latinoamericano y vivir la era COVID-19;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375379/el-calvario-de-ser-artista-latinoamericano-y-vivir-la-era-covid-19.html;;
C¢mo Televisa y Univisi¢n planean derrotar a Netflix y Amazon en el mundo hispanohablante;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375377/como-televisa-y-univision-planean-derrotar-a-netflix-y-amazon-en-el-mundo-hispanohablante.html;;
Salma Hayek se enfrenta a Antonio Banderas en 'El otro guardaespaldas 2';ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375313/salma-hayek-se-enfrenta-a-antonio-banderas-en-el-otro-guardaespaldas-2.html;;
Ya no est† solo en casa: Macaulay Culkin es padre por primera vez;ENTRETENIMIENTO;https://www.boliviaentusmanos.com/noticias/entretenimiento/375252/ya-no-esta-solo-en-casa-macaulay-culkin-es-padre-por-primera-vez.html;;
